Gender,Married,Dependents,Education,Self_Employed,Loan_Amount,Credit_History,Loan_Status,TotalIncome,Debt_to_Income_Ratio,Family_Size,Balance_Income,Property_Area_Semiurban,Property_Area_Urban,Income_Band_Medium,Income_Band_High,Income_Band_Very High,Credit_Risk_Category_Low Risk,Credit_Risk_Category_Medium Risk
1,1,-0.7378063230712658,0,0,-0.16804075784261274,1,1,-0.6447730636359993,0.6740680525661258,-0.3176404852512464,-0.6318644258440285,False,True,True,False,False,False,True
1,1,-0.7378063230712658,0,0,-0.6704243260245448,0,0,-1.0568214251379389,0.9381836231142022,-0.3176404852512464,-1.028788700957649,False,True,True,False,False,False,False
0,1,-0.7378063230712658,0,0,0.119035566832777,1,1,-0.37193022966849865,0.5064460053321574,-0.3176404852512464,-0.36650404264231473,True,False,True,False,False,False,True
1,0,-0.7378063230712658,0,0,0.8367263785212513,1,1,1.803156138057112,-0.933392863016231,-1.1169489194490545,1.8361944507312833,False,True,False,False,True,True,False
1,0,-0.7378063230712658,1,0,-0.4910016231024262,1,1,-0.2710062222060303,-0.4337257974407156,-1.1169489194490545,-0.22856129536498204,True,False,True,False,False,True,False
1,0,-0.7378063230712658,0,0,-1.029269731868782,1,0,-0.9029993172123838,-0.2027231181477724,-1.1169489194490545,-0.8502604864177944,False,True,True,False,False,True,False
1,0,-0.7378063230712658,0,0,-1.6213646515117732,1,1,-1.107283428869173,-1.0029017709693935,-1.1169489194490545,-1.0279913440369708,False,True,True,False,False,True,False
1,1,-0.7378063230712658,0,0,-1.1189810833298413,1,1,-1.320615899815701,0.8879713992648837,-0.3176404852512464,-1.2758497428297972,False,True,False,False,False,False,True
1,1,-0.7378063230712658,0,0,-0.06038713608934159,1,1,0.02863367581184978,-0.30836948848183227,-0.3176404852512464,0.05645393593145001,True,False,False,True,False,True,False
1,1,-0.7378063230712658,1,1,-0.7421934071933922,1,1,-0.5219241855868568,-0.4171629347931705,-0.3176404852512464,-0.47331000216716324,False,True,True,False,False,True,False
0,0,-0.7378063230712658,0,0,-0.8857315695310871,1,1,-0.9691219427912423,0.23030696320712812,-1.1169489194490545,-0.926408072342565,False,True,True,False,False,False,True
1,1,0.2534695683198878,0,0,-1.6751914623884088,1,1,-0.18991900241721957,-1.9464798334327802,0.4816679489465618,-0.07917647627591617,False,True,True,False,False,True,False
1,1,-0.7378063230712658,0,0,0.119035566832777,1,1,-0.13006062557741077,0.10122367903481713,-0.3176404852512464,-0.11713066570019981,False,True,True,False,False,False,True
0,1,-0.7378063230712658,0,0,-0.3115789201803076,0,0,-0.03818497740468098,-0.5049546309685223,-0.3176404852512464,0.00151604409672011,False,True,False,True,False,False,False
0,0,-0.7378063230712658,0,0,0.119035566832777,1,1,0.027937648174177585,-0.1150129614303099,-1.1169489194490545,0.04576935319436161,True,False,False,True,False,True,False
0,1,-0.7378063230712658,1,0,-0.6704243260245448,1,1,-0.9127437041397944,0.49478020662366007,-0.3176404852512464,-0.8802411066352956,True,False,True,False,False,False,True
0,0,-0.7378063230712658,0,0,-0.3115789201803076,1,1,-1.081878420094138,1.8104317655795412,-1.1169489194490545,-1.0745569882045791,True,False,True,False,False,False,True
0,0,-0.7378063230712658,0,0,-0.4551170825180025,1,0,-0.6837506113456422,0.31138493588634325,-1.1169489194490545,-0.6561040762326464,True,False,True,False,False,False,True
1,1,1.2447454597110414,0,0,-0.06038713608934159,1,0,-0.5494172772749085,0.6196963179922068,1.28097638314437,-0.5395304944294899,False,True,True,False,False,False,True
0,1,0.2534695683198878,0,1,2.22725232616767,0,0,1.846309851592788,-0.14027264945845896,0.4816679489465618,1.8034430152144256,False,True,False,False,True,False,False
1,1,1.2447454597110414,0,0,-0.7242511369011804,1,1,-0.8072955170324569,0.13677246563446968,1.28097638314437,-0.7685314020482761,True,False,True,False,False,False,True
1,1,-0.7378063230712658,0,0,-0.7421934071933922,1,1,-0.8601936174955438,0.22779462107517404,-0.3176404852512464,-0.8220739192718192,True,False,True,False,False,False,True
1,1,-0.7378063230712658,0,0,-0.04244486579712973,1,0,-0.21880414938061568,0.04279544648388351,-0.3176404852512464,-0.19965710699039624,False,False,True,False,False,False,True
1,1,0.2534695683198878,0,0,0.7649572973524039,1,1,1.4391336835545538,-0.7823043286814467,0.4816679489465618,1.464865332771434,False,True,False,False,True,True,False
1,1,1.2447454597110414,1,0,0.119035566832777,1,1,0.00740483286284782,-0.08869743649370197,1.28097638314437,0.024599526950354878,False,True,False,True,False,True,False
1,1,-0.7378063230712658,0,0,-0.3115789201803076,1,1,0.035245938369735635,-0.5848020107689198,-0.3176404852512464,0.07722508371511755,False,True,False,True,False,True,False
1,1,2.236021351102195,0,0,-0.6883665963167567,1,1,-1.1017152077677956,1.0612272137356706,2.080284817342178,-1.0740785740521723,False,True,True,False,False,False,True
1,1,-0.7378063230712658,1,1,0.49582324296922603,0,0,-0.04758135051325561,0.403104407688366,-0.3176404852512464,-0.21747803416755446,False,False,False,True,False,False,False
1,1,0.2534695683198878,0,0,-0.16804075784261274,0,0,-0.43492073087783234,0.23976444526705323,0.4816679489465618,-0.4155016254179919,False,False,True,False,False,False,False
0,0,-0.7378063230712658,0,0,-0.38334800134915503,0,0,-0.7060234957511524,0.47652915636927146,-1.1169489194490545,-0.6830547401515704,True,False,True,False,False,False,False
1,1,-0.7378063230712658,0,0,2.164454380144929,1,0,1.4360015591850288,0.13258255031188254,-0.3176404852512464,1.3838937374765603,True,False,False,False,True,False,True
1,0,-0.7378063230712658,1,0,-0.20392529842703647,0,0,-0.2577816970902586,-0.09639493975567771,-1.1169489194490545,-0.35645734544176916,False,True,True,False,False,False,False
1,1,0.2534695683198878,0,0,2.22725232616767,1,1,1.5852994874657147,0.051395046338496654,0.4816679489465618,1.5343350544855243,False,True,False,False,True,False,True
1,1,2.236021351102195,1,1,-0.22186756871924831,1,1,0.31504904871395817,-0.7604780609633448,2.080284817342178,-0.262209757417603,False,True,False,True,False,True,False
0,0,-0.7378063230712658,0,0,-0.02450259550491787,0,0,-0.6593896440271154,0.9336283790635533,-1.1169489194490545,-0.6549080408516291,True,False,True,False,False,False,False
1,1,-0.7378063230712658,0,0,0.621419135014709,1,1,0.027589634355341487,0.4246114396225435,-0.3176404852512464,0.01750305035631865,False,True,False,True,False,False,True
1,1,1.2447454597110414,1,1,-0.7242511369011804,1,1,-0.8507972443869691,0.23758186857389071,1.28097638314437,-0.8133827288364264,True,False,True,False,False,False,True
1,0,-0.7378063230712658,0,0,-1.0113274615765702,1,1,-0.9378006990959935,-0.09149624867975648,-1.1169489194490545,-0.9032847216428963,True,False,True,False,False,True,False
1,1,2.236021351102195,1,0,-0.7601356774856041,0,0,-0.501043356456691,-0.4737425760052243,2.080284817342178,-0.4507846691580034,True,False,True,False,False,False,False
1,1,2.236021351102195,0,1,0.8905531893978869,1,1,0.2941682195837923,0.32164924599292766,2.080284817342178,0.27740153865138595,True,False,False,True,False,False,True
1,0,-0.7378063230712658,0,0,-0.43717481222579063,1,0,-0.8507972443869691,0.7530608774187644,-1.1169489194490545,-0.8011732009885411,False,True,True,False,False,False,True
1,0,-0.7378063230712658,0,0,0.6931882161835564,1,0,0.802268395084495,-0.38592031491862194,-1.1169489194490545,0.8122286931963062,False,True,False,True,False,True,False
1,1,0.2534695683198878,0,1,-0.4910016231024262,1,0,-0.7561374856635505,0.4167403020619632,0.4816679489465618,-0.7287432917064328,False,True,True,False,False,False,True
1,1,2.236021351102195,0,0,0.7649572973524039,0,0,0.3383659745759767,0.1467823665188328,2.080284817342178,0.2940662982935612,True,False,False,True,False,False,False
1,1,2.236021351102195,1,1,-0.13215621725818902,1,1,-0.24212107524263424,-0.03135376680306691,2.080284817342178,-0.21871393739460582,True,False,True,False,False,True,False
0,0,-0.7378063230712658,0,0,-0.47305935281021433,1,1,-0.8173879177787037,0.5993620855849475,-1.1169489194490545,-0.7928906559749961,True,False,True,False,False,False,True
1,1,0.2534695683198878,0,1,-0.16804075784261274,1,1,-1.3223559689098814,3.5694299454460867,0.4816679489465618,-1.3304686918962558,True,False,False,False,False,False,True
0,1,1.2447454597110414,0,0,0.5317077835536498,1,0,-1.021672029435493,3.3033988096607683,1.28097638314437,-1.0593274710196252,False,True,True,False,False,False,True
1,1,-0.7378063230712658,0,0,2.22725232616767,1,0,0.7152649403754705,0.9419722187283912,-0.3176404852512464,0.6373085187225204,True,False,False,True,False,False,True
1,1,0.2534695683198878,0,0,-1.5675378406351377,1,1,-0.7679699555039778,-1.3727730039671975,0.4816679489465618,-0.7060584873131373,False,True,True,False,False,True,False
1,0,-0.7378063230712658,0,0,-0.02450259550491787,1,1,-0.45162539418196507,0.4677881938558358,-1.1169489194490545,-0.4406981041114238,True,False,True,False,False,False,True
1,1,1.2447454597110414,1,0,-0.6883665963167567,1,1,-0.29989136916942644,-0.6447337220974323,1.28097638314437,-0.24737891869298798,True,False,True,False,False,True,False
1,1,-0.7378063230712658,0,0,-0.5986552448556973,1,1,-0.5487212496372363,-0.16667791172230156,-0.3176404852512464,-0.5089119886754461,True,False,True,False,False,True,False
1,0,-0.7378063230712658,0,0,1.3032254061187596,1,1,0.8252373071276774,0.07434333876209663,-1.1169489194490545,0.802022524611625,False,True,False,True,False,False,True
1,1,-0.7378063230712658,0,0,0.6752459458913446,1,1,1.27626321633926,-0.7436550573328831,-0.3176404852512464,1.3019254460308387,True,False,False,True,False,True,False
1,1,-0.7378063230712658,0,0,-0.11421394696597717,1,1,-0.11718411428047516,-0.1857656069386881,-0.3176404852512464,-0.09089762300988612,True,False,True,False,False,True,False
1,1,1.2447454597110414,0,0,0.9084954596900988,1,1,1.9869074344025714,-0.9794708265781253,1.28097638314437,1.8342807941216557,True,False,False,False,True,True,False
1,1,1.2447454597110414,1,0,-1.0113274615765702,1,1,-0.3834146856900899,-0.9660396032001494,1.28097638314437,-0.3155529354109762,False,True,True,False,False,True,False
1,0,-0.7378063230712658,0,0,-0.2756943795958839,1,1,-0.7175079517727437,0.6787807014678388,-1.1169489194490545,-0.7008756673287289,True,False,True,False,False,False,True
1,0,-0.7378063230712658,1,0,-2.0160945979404343,1,1,-0.8960390408356618,-2.053149175738645,-1.1169489194490545,-0.8381007933774512,True,False,True,False,False,True,False
1,0,-0.7378063230712658,0,0,-0.16804075784261274,1,0,0.20438065432407912,-0.6073016801497174,-1.1169489194490545,0.24363347306066302,False,True,False,True,False,True,False
0,1,-0.7378063230712658,0,0,-0.006560325212706013,1,1,-0.4902549280727719,0.5708499260578547,-0.3176404852512464,-0.4815227784501491,True,False,True,False,False,False,True
1,1,-0.7378063230712658,0,0,-1.5675378406351377,1,1,-1.1208559678037808,-0.8563160667644093,-0.3176404852512464,-1.044975046447417,True,False,False,False,False,True,False
1,1,-0.7378063230712658,1,0,-0.4012902716413669,1,1,-0.6983671917367583,0.4300095179179344,-0.3176404852512464,-0.7887842678335033,True,False,True,False,False,False,True
1,1,-0.7378063230712658,0,0,-0.11421394696597717,1,1,-0.3113758251910177,0.09868215923302544,-0.3176404852512464,-0.2911139457921886,True,False,True,False,False,False,True
1,1,1.2447454597110414,1,0,-0.07832940638155345,1,1,0.47200328100903827,-0.7595203192987459,1.28097638314437,0.3820147666443692,False,True,False,True,False,True,False
1,0,-0.7378063230712658,0,0,0.24463145887826002,1,1,0.8541224540910736,-0.7782340649807369,-1.1169489194490545,0.8906088784989757,True,False,False,True,False,True,False
1,1,-0.7378063230712658,0,0,-0.16804075784261274,1,1,2.2135949356469347,-1.6558164022862196,-0.3176404852512464,2.315181703424956,False,True,False,False,True,True,False
1,1,-0.7378063230712658,0,0,-0.16804075784261274,1,1,0.710044733092929,-1.0096261659183794,-0.3176404852512464,0.764985295646121,True,False,False,True,False,True,False
1,1,-0.7378063230712658,0,0,0.40611189150816673,1,1,-0.565425912941369,1.3423509533124045,-0.3176404852512464,-0.5819498826095714,False,True,True,False,False,False,True
1,1,0.2534695683198878,0,0,-0.6704243260245448,1,1,-0.7352566565333847,0.07220112458602526,0.4816679489465618,-0.6972476933396429,False,True,True,False,False,False,True
1,1,1.2447454597110414,0,0,1.5723594605019375,1,1,2.209288264638838,-0.7202877970635125,1.28097638314437,2.2140618954406945,False,True,False,False,True,True,False
1,0,-0.7378063230712658,1,0,-0.3115789201803076,1,0,0.39613626850276895,-0.9104406025342366,-1.1169489194490545,0.44931169074961164,False,False,False,True,False,True,False
1,1,1.2447454597110414,0,0,1.410879027872031,0,0,0.4194531943647875,0.6389937318804562,1.28097638314437,0.37766917142667294,False,True,False,True,False,False,False
1,1,2.236021351102195,1,0,-0.7780779477778159,1,1,-1.1727100268103594,1.1325423822708256,2.080284817342178,-1.1188700990712719,True,False,False,False,False,False,True
1,0,-0.7378063230712658,0,0,-0.02450259550491787,1,1,-0.3058076040896401,0.20332811389472363,-1.1169489194490545,-0.2903564567175443,False,True,True,False,False,False,True
0,1,-0.7378063230712658,0,0,0.029324215371717702,1,1,-0.3246003503067894,0.3039270146666676,-0.3176404852512464,-0.31272231834256853,True,False,True,False,False,False,True
1,1,-0.7378063230712658,1,0,0.26257372917047184,0,0,0.5189851465519114,-0.4982382603183065,-0.3176404852512464,0.5440775607722187,False,False,False,True,False,False,False
0,0,0.2534695683198878,0,1,-0.16804075784261274,1,1,0.4372018991254285,-0.8120338118722453,-0.3176404852512464,0.48367777403084283,True,False,False,True,False,True,False
1,0,-0.7378063230712658,0,0,-0.34746346076473134,1,1,-0.39837927990004207,-0.06449648623804964,-1.1169489194490545,-0.36785954940746807,True,False,True,False,False,True,False
1,1,0.2534695683198878,0,0,0.8546686488134632,1,1,2.2135949356469347,-1.107328015138326,0.4816679489465618,2.0739812349197932,False,False,False,False,True,True,False
0,1,-0.7378063230712658,0,0,0.2984582697548956,1,1,-0.259173752365603,0.526356519744442,-0.3176404852512464,-0.26021636511590734,True,False,True,False,False,False,True
1,1,0.2534695683198878,0,0,-0.9395583804077227,1,1,-0.8988231513863506,-0.04440099039658692,0.4816679489465618,-0.8509382398003709,False,True,True,False,False,True,False
1,1,-0.7378063230712658,0,0,0.6752459458913446,1,0,0.5273374782039778,-0.14526659762558497,-0.3176404852512464,0.5297650040460448,False,False,False,True,False,True,False
0,0,-0.7378063230712658,0,0,2.182396650437141,1,1,1.4662787614237693,0.11894567230065962,-1.1169489194490545,1.414113564770265,False,True,False,False,True,False,True
1,1,-0.7378063230712658,0,0,0.7649572973524039,1,1,0.7444981011577028,-0.27810589256938123,-0.3176404852512464,0.7486793466182516,False,False,False,True,False,True,False
0,0,-0.7378063230712658,0,0,-1.6751914623884088,1,1,-0.7060234957511524,-1.611494913303615,-1.1169489194490545,-0.61129261729053,True,False,True,False,False,True,False
0,0,-0.7378063230712658,0,0,-0.006560325212706013,0,1,1.7130205589785628,-1.398644928869253,-1.1169489194490545,1.790107220716082,True,False,False,False,True,False,False
1,1,1.2447454597110414,0,0,-1.0113274615765702,1,1,-1.1267722027239946,0.4219414456085566,1.28097638314437,-1.0819724075668868,True,False,False,False,False,False,True
1,1,-0.7378063230712658,1,0,1.01614908144337,1,1,0.041510187108785394,0.8245882842328622,-0.3176404852512464,0.009928159609875354,False,False,False,True,False,False,True
0,0,-0.7378063230712658,0,0,-0.7960202180700278,1,1,-0.8709820458794628,0.15578168864241976,-1.1169489194490545,-0.8302069598627368,False,False,True,False,False,False,True
1,1,2.236021351102195,0,0,2.22725232616767,1,1,2.2135949356469347,-0.3711988639661529,2.080284817342178,2.1821227672867773,False,False,False,False,True,True,False
1,0,-0.7378063230712658,0,0,-0.16804075784261274,1,1,-0.24003299232961764,-0.07835971058699175,-1.1169489194490545,-0.21456768140707894,False,False,True,False,False,True,False
1,1,0.2534695683198878,0,1,0.40611189150816673,0,0,2.2135949356469347,-1.3478930972207357,0.4816679489465618,2.1238160424621824,False,True,False,False,True,False,False
1,1,-0.7378063230712658,0,0,0.8008418379368276,1,0,0.8541224540910736,-0.3452039836258363,-0.3176404852512464,0.8597112978226942,False,False,False,True,False,True,False
1,0,-0.7378063230712658,0,1,2.22725232616767,1,1,2.2135949356469347,-0.3711988639661529,-1.1169489194490545,2.247281778148451,False,True,False,False,True,True,False
1,0,-0.7378063230712658,0,0,-1.136923353622053,1,1,-0.7836305773516022,-0.6201144768080399,-1.1169489194490545,-0.7212082688060236,False,True,True,False,False,True,False
1,0,-0.7378063230712658,0,0,-1.2086924347909005,1,1,-1.209947505425822,0.22399791566420918,-1.1169489194490545,-1.1567644867265043,True,False,False,False,False,False,True
1,1,-0.7378063230712658,0,1,-2.0160945979404343,1,1,-0.9520692656682735,-2.014313664915768,-0.3176404852512464,-0.8958693022805888,True,False,True,False,False,True,False
1,0,-0.7378063230712658,0,0,-0.634539785440121,1,1,-0.45232142181963725,-0.37000807909611055,-1.1169489194490545,-0.4075280562112094,True,False,True,False,False,True,False
1,1,2.236021351102195,0,0,2.22725232616767,1,0,1.9333133063018124,-0.1987244999497292,2.080284817342178,1.8931456687907255,True,False,False,False,True,True,False
0,1,-0.7378063230712658,0,0,-0.9575006506999345,1,0,-0.5609017332964997,-0.6731319252683287,-0.3176404852512464,-0.5015364371591724,False,False,True,False,False,True,False
1,1,1.2447454597110414,0,1,-0.8857315695310871,1,1,0.21621312416450644,-1.3276864773859613,1.28097638314437,0.29570087998095174,False,True,False,True,False,True,False
1,0,-0.7378063230712658,0,0,1.8773780554695392,0,0,2.2135949356469347,-0.5588396279904324,-1.1169489194490545,2.201558342228309,True,False,False,False,True,False,False
1,1,1.2447454597110414,1,0,-0.15009848755040087,1,0,-0.19653126497510542,-0.11927060690974946,1.28097638314437,-0.1707130507697764,False,False,True,False,False,True,False
1,1,1.2447454597110414,0,0,0.8546686488134632,1,0,0.32374939418486065,0.2494514510143975,1.28097638314437,0.3098938331690242,False,False,False,True,False,False,True
1,0,-0.7378063230712658,0,0,0.5496500538458616,1,1,-0.27065820838719423,0.8593956706523058,-1.1169489194490545,-0.28601086149984806,False,True,True,False,False,False,True
1,0,-0.7378063230712658,0,1,0.6752459458913446,1,1,0.26284697588854355,0.15460458207817804,-1.1169489194490545,0.0826471107757294,True,False,False,True,False,False,True
1,1,-0.7378063230712658,0,0,-0.2756943795958839,1,1,-0.5090476742899211,0.22734200660613516,-0.3176404852512464,-0.4859481093599133,True,False,True,False,False,False,True
1,1,1.2447454597110414,0,0,0.8905531893978869,1,1,1.9357494030336653,-0.9658902949535972,1.28097638314437,1.7835290261204864,False,True,False,False,True,True,False
0,1,-0.7378063230712658,0,0,-0.6704243260245448,1,1,0.21621312416450644,-1.1149833212274802,-0.3176404852512464,0.2837405261707781,True,False,False,True,False,True,False
0,1,1.2447454597110414,0,0,-1.2086924347909005,1,1,2.2135949356469347,-2.2139273927174097,1.28097638314437,2.372990080174128,False,True,False,False,True,True,False
1,1,0.2534695683198878,0,0,-1.9263832464793749,1,1,-1.124684119810978,-1.6642690619877385,0.4816679489465618,-1.0289880401878189,False,True,False,False,False,True,False
0,0,-0.7378063230712658,0,0,1.5723594605019375,1,0,1.9040801455195804,-0.5573653265551948,-1.1169489194490545,1.8993849866950325,False,False,False,False,True,True,False
1,1,-0.7378063230712658,0,0,-0.22186756871924831,1,1,-0.17565043584493956,-0.2333929112560368,-0.3176404852512464,-0.14519762930807317,True,False,True,False,False,True,False
1,0,-0.7378063230712658,0,0,-0.34746346076473134,0,0,0.02863367581184978,-0.6163265194151247,-1.1169489194490545,0.07240107434501449,False,False,False,True,False,False,False
1,1,-0.7378063230712658,0,1,0.26257372917047184,1,1,0.04603436675365467,0.014962274100907294,-0.3176404852512464,0.05645393593145001,False,False,False,True,False,False,True
1,0,-0.7378063230712658,0,0,1.9132625960539629,1,0,1.034045598429336,0.32861036635826024,-1.1169489194490545,0.9834212240659211,False,True,False,True,False,False,True
1,1,1.2447454597110414,1,0,-0.43717481222579063,1,0,-1.3620295442571966,3.097645736888911,1.28097638314437,-1.356422659664332,False,False,False,False,False,False,True
1,0,-0.7378063230712658,0,0,-1.5675378406351377,1,1,-1.0234120985296735,-1.0310960900033304,-1.1169489194490545,-0.9445080744419606,False,True,True,False,False,True,False
1,1,2.236021351102195,0,0,2.22725232616767,0,1,2.2135949356469347,-0.3711988639661529,2.080284817342178,1.9214867238400826,True,False,False,False,True,False,False
1,1,0.2534695683198878,0,0,0.40611189150816673,1,1,-0.06776615200574929,0.33423418273230465,0.4816679489465618,-0.06885070415313313,False,False,True,False,False,False,True
1,1,0.2534695683198878,0,0,0.8905531893978869,1,1,1.1635067390363645,-0.5188287214652009,0.4816679489465618,1.1737104531857798,False,True,False,True,False,True,False
1,0,-0.7378063230712658,0,0,-0.3115789201803076,1,1,-0.39385510025517284,-0.024020164961335255,-1.1169489194490545,-0.3651884037231957,False,False,True,False,False,True,False
1,1,-0.7378063230712658,0,0,2.1106275692682934,1,1,1.39667599765655,0.1305081221613272,-0.3176404852512464,1.3463382265126151,True,False,False,False,True,False,True
1,1,-0.7378063230712658,1,0,-0.7063088666089685,1,1,-1.1452169351223078,1.189593850043336,-0.3176404852512464,-1.1179332046894748,True,False,False,False,False,False,True
1,1,-0.7378063230712658,0,0,2.22725232616767,1,0,0.6049445598044275,1.094997019394554,-0.3176404852512464,0.5235655539877717,False,True,False,True,False,False,True
1,1,0.2534695683198878,0,0,-0.29363664988809574,0,0,-0.6353766905274246,0.45848774903803996,0.4816679489465618,-0.6151996662018534,True,False,True,False,False,False,False
1,1,1.2447454597110414,0,0,0.37022735092374304,1,1,-0.20209948607648298,0.51270983706829,1.28097638314437,-0.20535820897324558,False,False,True,False,False,False,True
1,1,-0.7378063230712658,0,0,-1.1189810833298413,1,1,1.0886837679866033,-1.9155955978403054,-0.3176404852512464,1.1334439286915294,False,True,False,True,False,True,False
